left_img,right_img,gt_disp
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979555341264832.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979555341265872.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979555341264832.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979560536069776.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979560536066624.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979560536069776.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979554741866192.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979554741864192.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979554741866192.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979562534065464.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979562534065872.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979562534065464.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979552743865952.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979552743867912.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979552743865952.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979552344265312.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979552344266392.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979552344265312.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979552144465152.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979552144465672.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979552144465152.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979560336269184.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979560336266784.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979560336269184.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979551744864752.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979551744864072.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979551744864752.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979565131463976.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979565131467416.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979565131463976.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979561135467216.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979561135466304.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979561135467216.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979551944664912.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979551944664872.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979551944664912.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979565730866216.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979565730866136.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979565730866216.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979559736866544.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979559736866944.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979559736866544.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979565930666856.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979565930665816.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979565930666856.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979558338265464.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979558338266104.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979558338265464.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979558538064664.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979558538066344.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979558538064664.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979564731864264.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979564731867272.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979564731864264.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979565531065496.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979565531066536.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979565531065496.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979558138466264.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979558138465784.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979558138466264.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979562733866184.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979562733865712.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979562733866184.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979556340264896.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979556340267248.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979556340264896.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979553742866632.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979553742866112.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979553742866632.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979559337264704.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979559337267024.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979559337264704.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979563333267944.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979563333265632.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979563333267944.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979554142466552.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979554142464752.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979554142466552.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979563932666824.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979563932666232.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979563932666824.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979563133467384.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979563133465712.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979563133467384.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979553942666632.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979553942665472.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979553942666632.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979552544065552.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979552544067112.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979552544065552.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979555740864272.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979555740867072.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979555740864272.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979554342266552.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979554342264112.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979554342266552.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979556939666664.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979556939666104.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979556939666664.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979554542066512.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979554542063552.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979554542066512.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979556140464336.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979556140467648.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979556140464336.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979562933666904.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979562933665712.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979562933666904.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979559537065664.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979559537066944.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979559537065664.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979561734864704.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979561734866272.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979561734864704.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979554941665712.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979554941664752.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979554941665712.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979557738867624.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979557738865304.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979557738867624.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979553143466472.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979553143468512.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979553143466472.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979557139467144.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979557139465704.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979557139467144.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979553543066552.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979553543066832.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979553543066552.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979564332265624.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979564332266712.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979564332265624.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979562334264744.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979562334266032.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979562334264744.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979563533068264.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979563533065672.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979563533068264.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979556739866104.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979556739866504.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979556739866104.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979560735868816.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979560735866464.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979560735868816.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979560935668016.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979560935666384.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979560935668016.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979560136468224.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979560136466864.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979560136468224.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect/stereo_front_left_rect_315979564931663784.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_right_rect/stereo_front_right_rect_315979564931667592.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/f0826a9f-f46e-3c27-97af-87a77f7899cd/stereo_front_left_rect_disparity/disparity_315979564931663784.png
